,location,month,case_fatality_rate,total_cases,new_cases,total_deaths,new_deaths
0,Afghanistan,2,0.0,1.0,1.0,0.0,0.0
1,Afghanistan,3,0.022857142857142857,175.0,174.0,4.0,4.0
2,Afghanistan,4,0.03008932769158439,2127.0,1952.0,64.0,60.0
3,Afghanistan,5,0.016964755391899,15208.0,13081.0,258.0,194.0
4,Afghanistan,6,0.023867711937029867,31507.0,16299.0,752.0,494.0
5,Afghanistan,7,0.03501977362607391,36665.0,5158.0,1284.0,532.0
6,Afghanistan,8,0.03676721088078828,38159.0,1494.0,1403.0,119.0
7,Afghanistan,9,0.0371804013446063,39268.0,1109.0,1460.0,57.0
8,Afghanistan,10,0.03712733856366928,41425.0,2157.0,1538.0,78.0
9,Afghanistan,11,0.03879068159225483,46274.0,4849.0,1795.0,257.0
10,Afghanistan,12,0.04252222179094049,51526.0,5252.0,2191.0,396.0
11,Africa,2,0.0,3.0,3.0,0.0,0.0
12,Africa,3,0.03459609064175748,5781.0,5778.0,200.0,200.0
13,Africa,4,0.04216447758883183,38753.0,32972.0,1634.0,1434.0
14,Africa,5,0.028807510968278986,146559.0,107806.0,4222.0,2588.0
15,Africa,6,0.025057977135151555,404901.0,258342.0,10146.0,5924.0
16,Africa,7,0.021207223515214205,928080.0,523179.0,19682.0,9536.0
17,Africa,8,0.023807033024951386,1252235.0,324155.0,29812.0,10130.0
18,Africa,9,0.024200116739263193,1481935.0,229700.0,35863.0,6051.0
19,Africa,10,0.024000909562390715,1785474.0,303539.0,42853.0,6990.0
20,Africa,11,0.02391181071073617,2174323.0,388849.0,51992.0,9139.0
21,Africa,12,0.023716345723664073,2760459.0,586136.0,65468.0,13476.0
22,Albania,2,,0.0,0.0,0.0,0.0
23,Albania,3,0.06172839506172839,243.0,243.0,15.0,15.0
24,Albania,4,0.040103492884864166,773.0,530.0,31.0,16.0
25,Albania,5,0.029023746701846966,1137.0,364.0,33.0,2.0
26,Albania,6,0.02445759368836292,2535.0,1398.0,62.0,29.0
27,Albania,7,0.029757391963608795,5276.0,2741.0,157.0,95.0
28,Albania,8,0.02985388415851992,9513.0,4237.0,284.0,127.0
29,Albania,9,0.028353725547659168,13649.0,4136.0,387.0,103.0
30,Albania,10,0.02438323353293413,20875.0,7226.0,509.0,122.0
31,Albania,11,0.0212141846943586,38182.0,17307.0,810.0,301.0
32,Albania,12,0.02025173194320598,58316.0,20134.0,1181.0,371.0
33,Algeria,2,0.0,1.0,1.0,0.0,0.0
34,Algeria,3,0.061452513966480445,716.0,715.0,44.0,44.0
35,Algeria,4,0.11233150274588118,4006.0,3290.0,450.0,406.0
36,Algeria,5,0.06951245475835639,9394.0,5388.0,653.0,203.0
37,Algeria,6,0.06557848565470627,13907.0,4513.0,912.0,259.0
38,Algeria,7,0.03981048891228532,30394.0,16487.0,1210.0,298.0
39,Algeria,8,0.03393716006652582,44494.0,14100.0,1510.0,300.0
40,Algeria,9,0.03368911313797788,51530.0,7036.0,1736.0,226.0
41,Algeria,10,0.03389596493044769,57942.0,6412.0,1964.0,228.0
42,Algeria,11,0.029219101191120086,83199.0,25257.0,2431.0,467.0
43,Algeria,12,0.027667904828832447,99610.0,16411.0,2756.0,325.0
44,Andorra,3,0.031914893617021274,376.0,376.0,12.0,12.0
45,Andorra,4,0.056375838926174496,745.0,369.0,42.0,30.0
46,Andorra,5,0.06675392670157068,764.0,19.0,51.0,9.0
47,Andorra,6,0.0608187134502924,855.0,91.0,52.0,1.0
48,Andorra,7,0.05621621621621622,925.0,70.0,52.0,0.0
49,Andorra,8,0.045068027210884355,1176.0,251.0,53.0,1.0
50,Andorra,9,0.025853658536585365,2050.0,874.0,53.0,0.0
51,Andorra,10,0.01576955424726661,4756.0,2706.0,75.0,22.0
52,Andorra,11,0.011267605633802818,6745.0,1989.0,76.0,1.0
53,Andorra,12,0.010436079016026835,8049.0,1304.0,84.0,8.0
54,Angola,3,0.2857142857142857,7.0,7.0,2.0,2.0
55,Angola,4,0.07407407407407407,27.0,20.0,2.0,0.0
56,Angola,5,0.046511627906976744,86.0,59.0,4.0,2.0
57,Angola,6,0.045774647887323945,284.0,198.0,13.0,9.0
58,Angola,7,0.04529616724738676,1148.0,864.0,52.0,39.0
59,Angola,8,0.04069329314242653,2654.0,1506.0,108.0,56.0
60,Angola,9,0.03680611423974256,4972.0,2318.0,183.0,75.0
61,Angola,10,0.026284127718648773,10805.0,5833.0,284.0,101.0
62,Angola,11,0.022986987251469714,15139.0,4334.0,348.0,64.0
63,Angola,12,0.023072978977952487,17553.0,2414.0,405.0,57.0
64,Antigua and Barbuda,3,0.0,7.0,7.0,0.0,0.0
65,Antigua and Barbuda,4,0.125,24.0,17.0,3.0,3.0
66,Antigua and Barbuda,5,0.11538461538461539,26.0,2.0,3.0,0.0
67,Antigua and Barbuda,6,0.043478260869565216,69.0,43.0,3.0,0.0
68,Antigua and Barbuda,7,0.03296703296703297,91.0,22.0,3.0,0.0
69,Antigua and Barbuda,8,0.031914893617021274,94.0,3.0,3.0,0.0
70,Antigua and Barbuda,9,0.0297029702970297,101.0,7.0,3.0,0.0
71,Antigua and Barbuda,10,0.0234375,128.0,27.0,3.0,0.0
72,Antigua and Barbuda,11,0.028368794326241134,141.0,13.0,4.0,1.0
73,Antigua and Barbuda,12,0.031446540880503145,159.0,18.0,5.0,1.0
74,Argentina,1,,0.0,0.0,0.0,0.0
75,Argentina,2,,0.0,0.0,0.0,0.0
76,Argentina,3,0.025616698292220113,1054.0,1054.0,27.0,27.0
77,Argentina,4,0.04923215898825655,4428.0,3374.0,218.0,191.0
78,Argentina,5,0.031986232271081834,16851.0,12423.0,539.0,321.0
79,Argentina,6,0.02025414535874787,64530.0,47679.0,1307.0,768.0
80,Argentina,7,0.018520454569215167,191302.0,126772.0,3543.0,2236.0
81,Argentina,8,0.020730846110572493,417735.0,226433.0,8660.0,5117.0
82,Argentina,9,0.022552566507900787,751001.0,333266.0,16937.0,8277.0
83,Argentina,10,0.026567282873606164,1166924.0,415923.0,31002.0,14065.0
84,Argentina,11,0.027187857353953893,1424533.0,257609.0,38730.0,7728.0
85,Argentina,12,0.026603892676408815,1625514.0,200981.0,43245.0,4515.0
86,Armenia,3,0.005639097744360902,532.0,532.0,3.0,3.0
87,Armenia,4,0.015488867376573089,2066.0,1534.0,32.0,29.0
88,Armenia,5,0.014113337642749408,9282.0,7216.0,131.0,99.0
89,Armenia,6,0.01734398246026153,25542.0,16260.0,443.0,312.0
90,Armenia,7,0.01914396887159533,38550.0,13008.0,738.0,295.0
91,Armenia,8,0.020077202439414358,43781.0,5231.0,879.0,141.0
92,Armenia,9,0.019043269326237615,50359.0,6578.0,959.0,80.0
93,Armenia,10,0.014931023348513022,89813.0,39454.0,1341.0,382.0
94,Armenia,11,0.016014919629377462,135124.0,45311.0,2164.0,823.0
95,Armenia,12,0.01770916322164997,159409.0,24285.0,2823.0,659.0
96,Asia,1,0.021000750026786672,9333.0,9333.0,196.0,196.0
97,Asia,2,0.034714539945168585,83164.0,73831.0,2887.0,2691.0
98,Asia,3,0.039887492506037195,178477.0,95313.0,7119.0,4232.0
99,Asia,4,0.035912207345006227,520408.0,341931.0,18689.0,11570.0
100,Asia,5,0.027072047456471585,1138222.0,617814.0,30814.0,12125.0
101,Asia,6,0.02471787448668951,2304648.0,1166426.0,56966.0,26152.0
102,Asia,7,0.02251160508403007,4295962.0,1991314.0,96709.0,39743.0
103,Asia,8,0.02004548930098895,7113321.0,2817359.0,142590.0,45881.0
104,Asia,9,0.018288170956059835,10668098.0,3554777.0,195100.0,52510.0
105,Asia,10,0.01774170485189992,13714071.0,3045973.0,243311.0,48211.0
106,Asia,11,0.017399122325339956,16790732.0,3076661.0,292144.0,48833.0
107,Asia,12,0.016979047524726166,19871256.0,3080524.0,337395.0,45251.0
108,Australia,1,0.0,9.0,9.0,0.0,0.0
109,Australia,2,0.0,25.0,16.0,0.0,0.0
110,Australia,3,0.0039482342618995395,4559.0,4534.0,18.0,18.0
111,Australia,4,0.013745196571090747,6766.0,2207.0,93.0,75.0
112,Australia,5,0.014301582893640655,7202.0,436.0,103.0,10.0
113,Australia,6,0.013131313131313131,7920.0,718.0,104.0,1.0
114,Australia,7,0.011631944444444445,17280.0,9360.0,201.0,97.0
115,Australia,8,0.02544637669932995,25819.0,8539.0,657.0,456.0
116,Australia,9,0.03277236492471213,27096.0,1277.0,888.0,231.0
117,Australia,10,0.03286827323790542,27595.0,499.0,907.0,19.0
118,Australia,11,0.03253081112066495,27912.0,317.0,908.0,1.0
119,Australia,12,0.031978891820580474,28425.0,513.0,909.0,1.0
120,Austria,2,0.0,9.0,9.0,0.0,0.0
121,Austria,3,0.012573673870333988,10180.0,10171.0,128.0,128.0
122,Austria,4,0.03779446026404349,15452.0,5272.0,584.0,456.0
123,Austria,5,0.039925886079732235,16731.0,1279.0,668.0,84.0
124,Austria,6,0.03968253968253968,17766.0,1035.0,705.0,37.0
125,Austria,7,0.033980123047799335,21130.0,3364.0,718.0,13.0
126,Austria,8,0.02671477512938261,27438.0,6308.0,733.0,15.0
127,Austria,9,0.01782964764688818,44813.0,17375.0,799.0,66.0
128,Austria,10,0.010569454372170599,104925.0,60112.0,1109.0,310.0
129,Austria,11,0.011272552185119099,282456.0,177531.0,3184.0,2075.0
130,Austria,12,0.01724429416737109,360815.0,78359.0,6222.0,3038.0
131,Azerbaijan,3,0.016778523489932886,298.0,298.0,5.0,5.0
132,Azerbaijan,4,0.013303769401330377,1804.0,1506.0,24.0,19.0
133,Azerbaijan,5,0.011467054969057153,5494.0,3690.0,63.0,39.0
134,Azerbaijan,6,0.012154759187400136,17524.0,12030.0,213.0,150.0
135,Azerbaijan,7,0.014053579270970576,31878.0,14354.0,448.0,235.0
136,Azerbaijan,8,0.014656237134623301,36435.0,4557.0,534.0,86.0
137,Azerbaijan,9,0.014690894628253251,40229.0,3794.0,591.0,57.0
138,Azerbaijan,10,0.013208127521757224,55269.0,15040.0,730.0,139.0
139,Azerbaijan,11,0.011487423252129134,121176.0,65907.0,1392.0,662.0
140,Azerbaijan,12,0.012075903063557384,218700.0,97524.0,2641.0,1249.0
141,Bahamas,3,0.0,14.0,14.0,0.0,0.0
142,Bahamas,4,0.13580246913580246,81.0,67.0,11.0,11.0
143,Bahamas,5,0.10784313725490197,102.0,21.0,11.0,0.0
144,Bahamas,6,0.10576923076923077,104.0,2.0,11.0,0.0
145,Bahamas,7,0.024390243902439025,574.0,470.0,14.0,3.0
146,Bahamas,8,0.02255299954894001,2217.0,1643.0,50.0,36.0
147,Bahamas,9,0.023284016492845016,4123.0,1906.0,96.0,46.0
148,Bahamas,10,0.021447721179624665,6714.0,2591.0,144.0,48.0
149,Bahamas,11,0.021615170401803475,7541.0,827.0,163.0,19.0
150,Bahamas,12,0.02159827213822894,7871.0,330.0,170.0,7.0
151,Bahrain,2,0.0,41.0,41.0,0.0,0.0
152,Bahrain,3,0.007054673721340388,567.0,526.0,4.0,4.0
153,Bahrain,4,0.002631578947368421,3040.0,2473.0,8.0,4.0
154,Bahrain,5,0.0016669591156343218,11398.0,8358.0,19.0,11.0
155,Bahrain,6,0.003251364078032738,26758.0,15360.0,87.0,68.0
156,Bahrain,7,0.003586940608071836,40982.0,14224.0,147.0,60.0
157,Bahrain,8,0.0036558146694373895,51972.0,10990.0,190.0,43.0
158,Bahrain,9,0.003541995935877173,70864.0,18892.0,251.0,61.0
159,Bahrain,10,0.003931655337130259,81645.0,10781.0,321.0,70.0
160,Bahrain,11,0.003921523529141175,86956.0,5311.0,341.0,20.0
161,Bahrain,12,0.003798219584569733,92675.0,5719.0,352.0,11.0
162,Bangladesh,3,0.09803921568627451,51.0,51.0,5.0,5.0
163,Bangladesh,4,0.021912090778661797,7667.0,7616.0,168.0,163.0
164,Bangladesh,5,0.013784912942972875,47153.0,39486.0,650.0,482.0
165,Bangladesh,6,0.012695641415148161,145483.0,98330.0,1847.0,1197.0
166,Bangladesh,7,0.013090073676370965,237661.0,92178.0,3111.0,1264.0
167,Bangladesh,8,0.013677491086148066,312996.0,75335.0,4281.0,1170.0
168,Bangladesh,9,0.014446501723620896,363479.0,50483.0,5251.0,970.0
169,Bangladesh,10,0.014528409258150922,407684.0,44205.0,5923.0,672.0
170,Bangladesh,11,0.014290261801725844,464932.0,57248.0,6644.0,721.0
171,Bangladesh,12,0.014720258612295768,513510.0,48578.0,7559.0,915.0
172,Barbados,3,0.0,34.0,34.0,0.0,0.0
173,Barbados,4,0.08641975308641975,81.0,47.0,7.0,7.0
174,Barbados,5,0.07608695652173914,92.0,11.0,7.0,0.0
175,Barbados,6,0.07216494845360824,97.0,5.0,7.0,0.0
176,Barbados,7,0.06363636363636363,110.0,13.0,7.0,0.0
177,Barbados,8,0.040229885057471264,174.0,64.0,7.0,0.0
178,Barbados,9,0.03684210526315789,190.0,16.0,7.0,0.0
179,Barbados,10,0.029535864978902954,237.0,47.0,7.0,0.0
180,Barbados,11,0.025362318840579712,276.0,39.0,7.0,0.0
181,Barbados,12,0.018276762402088774,383.0,107.0,7.0,0.0
182,Belarus,2,0.0,1.0,1.0,0.0,0.0
183,Belarus,3,0.006578947368421052,152.0,151.0,1.0,1.0
184,Belarus,4,0.006344906252227846,14027.0,13875.0,89.0,88.0
185,Belarus,5,0.005522135539054423,42556.0,28529.0,235.0,146.0
186,Belarus,6,0.006310570205093531,62118.0,19562.0,392.0,157.0
187,Belarus,7,0.008243865030674846,67808.0,5690.0,559.0,167.0
188,Belarus,8,0.009479002825605836,71843.0,4035.0,681.0,122.0
189,Belarus,9,0.010593786165761595,78631.0,6788.0,833.0,152.0
190,Belarus,10,0.009951057045957636,98482.0,19851.0,980.0,147.0
191,Belarus,11,0.008474390217128806,136647.0,38165.0,1158.0,178.0
192,Belarus,12,0.007329476436556793,194284.0,57637.0,1424.0,266.0
193,Belgium,2,0.0,1.0,1.0,0.0,0.0
194,Belgium,3,0.05518590998043053,12775.0,12774.0,705.0,705.0
195,Belgium,4,0.15651600403965457,48519.0,35744.0,7594.0,6889.0
196,Belgium,5,0.16215892156694814,58381.0,9862.0,9467.0,1873.0
197,Belgium,6,0.1586761521806372,61427.0,3046.0,9747.0,280.0
198,Belgium,7,0.14313973614929237,68751.0,7324.0,9841.0,94.0
199,Belgium,8,0.11608944577408607,85236.0,16485.0,9895.0,54.0
200,Belgium,9,0.08455745787323135,118452.0,33216.0,10016.0,121.0
201,Belgium,10,0.027083444967604706,429229.0,310777.0,11625.0,1609.0
202,Belgium,11,0.028830248811369284,577345.0,148116.0,16645.0,5020.0
203,Belgium,12,0.03020591001336435,646496.0,69151.0,19528.0,2883.0
204,Belize,3,0.0,3.0,3.0,0.0,0.0
205,Belize,4,0.1111111111111111,18.0,15.0,2.0,2.0
206,Belize,5,0.1111111111111111,18.0,0.0,2.0,0.0
207,Belize,6,0.08333333333333333,24.0,6.0,2.0,0.0
208,Belize,7,0.041666666666666664,48.0,24.0,2.0,0.0
209,Belize,8,0.012909632571996028,1007.0,959.0,13.0,11.0
210,Belize,9,0.01355421686746988,1992.0,985.0,27.0,14.0
211,Belize,10,0.016919988528821338,3487.0,1495.0,59.0,32.0
212,Belize,11,0.02528185855825077,5854.0,2367.0,148.0,89.0
213,Belize,12,0.02301410541945063,10776.0,4922.0,248.0,100.0
214,Benin,3,0.0,9.0,9.0,0.0,0.0
215,Benin,4,0.015625,64.0,55.0,1.0,1.0
216,Benin,5,0.01293103448275862,232.0,168.0,3.0,2.0
217,Benin,6,0.01751459549624687,1199.0,967.0,21.0,18.0
218,Benin,7,0.019944598337950138,1805.0,606.0,36.0,15.0
219,Benin,8,0.018648018648018648,2145.0,340.0,40.0,4.0
220,Benin,9,0.017394993635977938,2357.0,212.0,41.0,1.0
221,Benin,10,0.015512674990541053,2643.0,286.0,41.0,0.0
222,Benin,11,0.014262023217247097,3015.0,372.0,43.0,2.0
223,Benin,12,0.01353429713934174,3251.0,236.0,44.0,1.0
224,Bhutan,3,0.0,4.0,4.0,0.0,0.0
225,Bhutan,4,0.0,7.0,3.0,0.0,0.0
226,Bhutan,5,0.0,43.0,36.0,0.0,0.0
227,Bhutan,6,0.0,77.0,34.0,0.0,0.0
228,Bhutan,7,0.0,101.0,24.0,0.0,0.0
229,Bhutan,8,0.0,225.0,124.0,0.0,0.0
230,Bhutan,9,0.0,282.0,57.0,0.0,0.0
231,Bhutan,10,0.0,349.0,67.0,0.0,0.0
232,Bhutan,11,0.0,410.0,61.0,0.0,0.0
233,Bhutan,12,0.0,670.0,260.0,0.0,0.0
234,Bolivia,3,0.056074766355140186,107.0,107.0,6.0,6.0
235,Bolivia,4,0.05312767780634105,1167.0,1060.0,62.0,56.0
236,Bolivia,5,0.03135644159487077,9982.0,8815.0,313.0,251.0
237,Bolivia,6,0.0338059544236732,33219.0,23237.0,1123.0,810.0
238,Bolivia,7,0.03876857362382633,76789.0,43570.0,2977.0,1854.0
239,Bolivia,8,0.04311394706598741,116598.0,39809.0,5027.0,2050.0
240,Bolivia,9,0.05886439387780742,135311.0,18713.0,7965.0,2938.0
241,Bolivia,10,0.061548988762459705,141757.0,6446.0,8725.0,760.0
242,Bolivia,11,0.06189706166901623,144708.0,2951.0,8957.0,232.0
243,Bolivia,12,0.0572368914091579,160124.0,15416.0,9165.0,208.0
244,Bosnia and Herzegovina,3,0.030952380952380953,420.0,420.0,13.0,13.0
245,Bosnia and Herzegovina,4,0.03927148548662493,1757.0,1337.0,69.0,56.0
246,Bosnia and Herzegovina,5,0.06095617529880478,2510.0,753.0,153.0,84.0
247,Bosnia and Herzegovina,6,0.041769593532450036,4453.0,1943.0,186.0,33.0
248,Bosnia and Herzegovina,7,0.02854496463455709,11876.0,7423.0,339.0,153.0
249,Bosnia and Herzegovina,8,0.030504908835904627,19964.0,8088.0,609.0,270.0
250,Bosnia and Herzegovina,9,0.0311624012523208,27469.0,7505.0,856.0,247.0
251,Bosnia and Herzegovina,10,0.024635655819524854,50090.0,22621.0,1234.0,378.0
252,Bosnia and Herzegovina,11,0.03050022184047963,87901.0,37811.0,2681.0,1447.0
253,Bosnia and Herzegovina,12,0.036491417759156645,110985.0,23084.0,4050.0,1369.0
254,Botswana,3,0.25,4.0,4.0,1.0,1.0
255,Botswana,4,0.043478260869565216,23.0,19.0,1.0,0.0
256,Botswana,5,0.02857142857142857,35.0,12.0,1.0,0.0
257,Botswana,6,0.004405286343612335,227.0,192.0,1.0,0.0
258,Botswana,7,0.0024875621890547263,804.0,577.0,2.0,1.0
259,Botswana,8,0.003674219228413962,1633.0,829.0,6.0,4.0
260,Botswana,9,0.005044136191677175,3172.0,1539.0,16.0,10.0
261,Botswana,10,0.0036133694670280035,6642.0,3470.0,24.0,8.0
262,Botswana,11,0.003165146155278347,10742.0,4100.0,34.0,10.0
263,Botswana,12,0.0028368794326241137,14805.0,4063.0,42.0,8.0
264,Brazil,2,0.0,2.0,2.0,0.0,0.0
265,Brazil,3,0.035158299807591394,5717.0,5715.0,201.0,201.0
266,Brazil,4,0.06888641655292647,87187.0,81470.0,6006.0,5805.0
267,Brazil,5,0.056937082523225255,514849.0,427662.0,29314.0,23308.0
268,Brazil,6,0.042505176382145744,1402041.0,887192.0,59594.0,30280.0
269,Brazil,7,0.0347325900427608,2662485.0,1260444.0,92475.0,32881.0
270,Brazil,8,0.031057459665038666,3908272.0,1245787.0,121381.0,28906.0
271,Brazil,9,0.029921834321187047,4810935.0,902663.0,143952.0,22571.0
272,Brazil,10,0.028882841170928923,5535605.0,724670.0,159884.0,15932.0
273,Brazil,11,0.02732375844358114,6335878.0,800273.0,173120.0,13236.0
274,Brazil,12,0.025397301423545914,7675973.0,1340095.0,194949.0,21829.0
275,Brunei,3,0.007751937984496124,129.0,129.0,1.0,1.0
276,Brunei,4,0.007246376811594203,138.0,9.0,1.0,0.0
277,Brunei,5,0.014184397163120567,141.0,3.0,2.0,1.0
278,Brunei,6,0.02127659574468085,141.0,0.0,3.0,1.0
279,Brunei,7,0.02127659574468085,141.0,0.0,3.0,0.0
280,Brunei,8,0.020833333333333332,144.0,3.0,3.0,0.0
281,Brunei,9,0.02054794520547945,146.0,2.0,3.0,0.0
282,Brunei,10,0.02027027027027027,148.0,2.0,3.0,0.0
283,Brunei,11,0.02,150.0,2.0,3.0,0.0
284,Brunei,12,0.01910828025477707,157.0,7.0,3.0,0.0
285,Bulgaria,3,0.020050125313283207,399.0,399.0,8.0,8.0
286,Bulgaria,4,0.043824701195219126,1506.0,1107.0,66.0,58.0
287,Bulgaria,5,0.055710306406685235,2513.0,1007.0,140.0,74.0
288,Bulgaria,6,0.046101423130887956,4989.0,2476.0,230.0,90.0
289,Bulgaria,7,0.03276304533789564,11690.0,6701.0,383.0,153.0
290,Bulgaria,8,0.03866961760727899,16266.0,4576.0,629.0,246.0
291,Bulgaria,9,0.03960063361013776,20833.0,4567.0,825.0,196.0
292,Bulgaria,10,0.02420331541896904,52844.0,32011.0,1279.0,454.0
293,Bulgaria,11,0.027770130763936682,145300.0,92456.0,4035.0,2756.0
294,Bulgaria,12,0.0374556277377315,202266.0,56966.0,7576.0,3541.0
295,Burkina Faso,3,0.05363984674329502,261.0,261.0,14.0,14.0
296,Burkina Faso,4,0.06666666666666667,645.0,384.0,43.0,29.0
297,Burkina Faso,5,0.06257378984651712,847.0,202.0,53.0,10.0
298,Burkina Faso,6,0.0550935550935551,962.0,115.0,53.0,0.0
299,Burkina Faso,7,0.04792043399638336,1106.0,144.0,53.0,0.0
300,Burkina Faso,8,0.0402046783625731,1368.0,262.0,55.0,2.0
301,Burkina Faso,9,0.02821011673151751,2056.0,688.0,58.0,3.0
302,Burkina Faso,10,0.0268,2500.0,444.0,67.0,9.0
303,Burkina Faso,11,0.02356202356202356,2886.0,386.0,68.0,1.0
304,Burkina Faso,12,0.012673326375428657,6707.0,3821.0,85.0,17.0
305,Burundi,3,0.0,2.0,2.0,0.0,0.0
306,Burundi,4,0.09090909090909091,11.0,9.0,1.0,1.0
307,Burundi,5,0.015873015873015872,63.0,52.0,1.0,0.0
308,Burundi,6,0.0058823529411764705,170.0,107.0,1.0,0.0
309,Burundi,7,0.002583979328165375,387.0,217.0,1.0,0.0
310,Burundi,8,0.0022471910112359553,445.0,58.0,1.0,0.0
311,Burundi,9,0.001968503937007874,508.0,63.0,1.0,0.0
312,Burundi,10,0.0017094017094017094,585.0,77.0,1.0,0.0
313,Burundi,11,0.0014534883720930232,688.0,103.0,1.0,0.0
314,Burundi,12,0.0024449877750611247,818.0,130.0,2.0,1.0
315,Cambodia,1,0.0,1.0,1.0,0.0,0.0
316,Cambodia,2,0.0,1.0,0.0,0.0,0.0
317,Cambodia,3,0.0,109.0,108.0,0.0,0.0
318,Cambodia,4,0.0,122.0,13.0,0.0,0.0
319,Cambodia,5,0.0,125.0,3.0,0.0,0.0
320,Cambodia,6,0.0,141.0,16.0,0.0,0.0
321,Cambodia,7,0.0,239.0,98.0,0.0,0.0
322,Cambodia,8,0.0,274.0,35.0,0.0,0.0
323,Cambodia,9,0.0,277.0,3.0,0.0,0.0
324,Cambodia,10,0.0,291.0,14.0,0.0,0.0
325,Cambodia,11,0.0,326.0,35.0,0.0,0.0
326,Cambodia,12,0.0,378.0,52.0,0.0,0.0
327,Cameroon,3,0.031088082901554404,193.0,193.0,6.0,6.0
328,Cameroon,4,0.03329694323144105,1832.0,1639.0,61.0,55.0
329,Cameroon,5,0.0323509485094851,5904.0,4072.0,191.0,130.0
330,Cameroon,6,0.02485705209656925,12592.0,6688.0,313.0,122.0
331,Cameroon,7,0.022660098522167486,17255.0,4663.0,391.0,78.0
332,Cameroon,8,0.021471110646745378,19142.0,1887.0,411.0,20.0
333,Cameroon,9,0.02005950667050581,20838.0,1696.0,418.0,7.0
334,Cameroon,10,0.01954756114348644,21793.0,955.0,426.0,8.0
335,Cameroon,11,0.017876866434853752,24445.0,2652.0,437.0,11.0
336,Cameroon,12,0.01704913041823648,26277.0,1832.0,448.0,11.0
337,Canada,1,0.0,4.0,4.0,0.0,0.0
338,Canada,2,0.0,20.0,16.0,0.0,0.0
339,Canada,3,0.017825730034009616,8527.0,8507.0,152.0,152.0
340,Canada,4,0.0767394458012744,54457.0,45930.0,4179.0,4027.0
341,Canada,5,0.08548967873787562,92479.0,38022.0,7906.0,3727.0
342,Canada,6,0.08275446054082584,106097.0,13618.0,8780.0,874.0
343,Canada,7,0.07630135017458425,118281.0,12184.0,9025.0,245.0
344,Canada,8,0.07021952672665333,130918.0,12637.0,9193.0,168.0
345,Canada,9,0.05829045292879887,161107.0,30189.0,9391.0,198.0
346,Canada,10,0.04330146262530919,237313.0,76206.0,10276.0,885.0
347,Canada,11,0.03207646563947195,381557.0,144244.0,12239.0,1963.0
348,Canada,12,0.02697083720476584,584409.0,202852.0,15762.0,3523.0
349,Cape Verde,3,0.16666666666666666,6.0,6.0,1.0,1.0
350,Cape Verde,4,0.008264462809917356,121.0,115.0,1.0,0.0
351,Cape Verde,5,0.009195402298850575,435.0,314.0,4.0,3.0
352,Cape Verde,6,0.012224938875305624,1227.0,792.0,15.0,11.0
353,Cape Verde,7,0.009383924928600572,2451.0,1224.0,23.0,8.0
354,Cape Verde,8,0.010298661174047374,3884.0,1433.0,40.0,17.0
355,Cape Verde,9,0.0099601593625498,6024.0,2140.0,60.0,20.0
356,Cape Verde,10,0.010804048675082452,8793.0,2769.0,95.0,35.0
357,Cape Verde,11,0.009757457485363814,10761.0,1968.0,105.0,10.0
358,Cape Verde,12,0.009543918918918919,11840.0,1079.0,113.0,8.0
359,Cayman Islands,12,,0.0,0.0,0.0,0.0
360,Central African Republic,3,0.0,3.0,3.0,0.0,0.0
361,Central African Republic,4,0.0,50.0,47.0,0.0,0.0
362,Central African Republic,5,0.0019782393669634025,1011.0,961.0,2.0,2.0
363,Central African Republic,6,0.012550066755674232,3745.0,2734.0,47.0,45.0
364,Central African Republic,7,0.012803819444444444,4608.0,863.0,59.0,12.0
365,Central African Republic,8,0.013160687752069624,4711.0,103.0,62.0,3.0
366,Central African Republic,9,0.012839097121557258,4829.0,118.0,62.0,0.0
367,Central African Republic,10,0.012741471434443074,4866.0,37.0,62.0,0.0
368,Central African Republic,11,0.012823122328516182,4913.0,47.0,63.0,1.0
369,Central African Republic,12,0.012693935119887164,4963.0,50.0,63.0,0.0
370,Chad,3,0.0,7.0,7.0,0.0,0.0
371,Chad,4,0.0684931506849315,73.0,66.0,5.0,5.0
372,Chad,5,0.08354755784061697,778.0,705.0,65.0,60.0
373,Chad,6,0.08545034642032333,866.0,88.0,74.0,9.0
374,Chad,7,0.08012820512820513,936.0,70.0,75.0,1.0
375,Chad,8,0.07601184600197433,1013.0,77.0,77.0,2.0
376,Chad,9,0.07083333333333333,1200.0,187.0,85.0,8.0
377,Chad,10,0.06608226567768037,1483.0,283.0,98.0,13.0
378,Chad,11,0.059834123222748815,1688.0,205.0,101.0,3.0
379,Chad,12,0.04921911973497397,2113.0,425.0,104.0,3.0
380,Chile,2,0.0,2.0,2.0,0.0,0.0
381,Chile,3,0.004219409282700422,2844.0,2842.0,12.0,12.0
382,Chile,4,0.012823409784205174,17702.0,14858.0,227.0,215.0
383,Chile,5,0.008530959125859976,123550.0,105848.0,1054.0,827.0
384,Chile,6,0.020358419860196927,279393.0,155843.0,5688.0,4634.0
385,Chile,7,0.02658947836037642,355667.0,76274.0,9457.0,3769.0
386,Chile,8,0.027418720216843242,411726.0,56059.0,11289.0,1832.0
387,Chile,9,0.027518893455812318,462991.0,51265.0,12741.0,1452.0
388,Chile,10,0.02784288670784861,510256.0,47265.0,14207.0,1466.0
389,Chile,11,0.027929670154401596,551743.0,41487.0,15410.0,1203.0
390,Chile,12,0.027272145070471106,608973.0,57230.0,16608.0,1198.0
